Country,Year,State / Uts,Crop Name,Season,Additional Info,"Yield (UOM:Kg/Ha(KilogramperHectare)), Scaling Factor:1"
India,"Agriculture Year (Jul - Jun), 2024",All India,Bajra,Total,3rd Advance Estimates,1388
India,"Agriculture Year (Jul - Jun), 2024",All India,Foodgrains,Kharif,3rd Advance Estimates,2298
India,"Agriculture Year (Jul - Jun), 2024",All India,Foodgrains,Rabi,3rd Advance Estimates,2935
India,"Agriculture Year (Jul - Jun), 2024",All India,Foodgrains,Total,3rd Advance Estimates,2578
India,"Agriculture Year (Jul - Jun), 2024",All India,Gram,Total,3rd Advance Estimates,1160
India,"Agriculture Year (Jul - Jun), 2024",All India,Groundnut,Kharif,3rd Advance Estimates,2076
India,"Agriculture Year (Jul - Jun), 2024",All India,Groundnut,Rabi,3rd Advance Estimates,2005
India,"Agriculture Year (Jul - Jun), 2024",All India,Groundnut,Summer,3rd Advance Estimates,2019
India,"Agriculture Year (Jul - Jun), 2024",All India,Groundnut,Total,3rd Advance Estimates,2067
India,"Agriculture Year (Jul - Jun), 2024",All India,Linseed,Total,3rd Advance Estimates,633
India,"Agriculture Year (Jul - Jun), 2024",All India,Maize,Kharif,3rd Advance Estimates,2947
India,"Agriculture Year (Jul - Jun), 2024",All India,Maize,Rabi,3rd Advance Estimates,4999
India,"Agriculture Year (Jul - Jun), 2024",All India,Maize,Summer,3rd Advance Estimates,4425
India,"Agriculture Year (Jul - Jun), 2024",All India,Maize,Total,3rd Advance Estimates,3518
India,"Agriculture Year (Jul - Jun), 2024",All India,Oilseeds,Kharif,3rd Advance Estimates,1386
India,"Agriculture Year (Jul - Jun), 2024",All India,Oilseeds,Rabi,3rd Advance Estimates,1456
India,"Agriculture Year (Jul - Jun), 2024",All India,Oilseeds,Total,3rd Advance Estimates,1408
India,"Agriculture Year (Jul - Jun), 2024",All India,Pulses,Total,3rd Advance Estimates,914
India,"Agriculture Year (Jul - Jun), 2024",All India,Rapeseed & Mustard,Total,3rd Advance Estimates,1461
India,"Agriculture Year (Jul - Jun), 2024",All India,Rice,Kharif,3rd Advance Estimates,2807
India,"Agriculture Year (Jul - Jun), 2024",All India,Rice,Rabi,3rd Advance Estimates,3503
India,"Agriculture Year (Jul - Jun), 2024",All India,Rice,Summer,3rd Advance Estimates,3265
India,"Agriculture Year (Jul - Jun), 2024",All India,Rice,Total,3rd Advance Estimates,2899
India,"Agriculture Year (Jul - Jun), 2024",All India,Safflower,Total,3rd Advance Estimates,756
India,"Agriculture Year (Jul - Jun), 2024",All India,Soybean,Total,3rd Advance Estimates,1172
India,"Agriculture Year (Jul - Jun), 2024",All India,Sunflower,Kharif,3rd Advance Estimates,906
India,"Agriculture Year (Jul - Jun), 2024",All India,Sunflower,Rabi,3rd Advance Estimates,1359
India,"Agriculture Year (Jul - Jun), 2024",All India,Sunflower,Summer,3rd Advance Estimates,1171
India,"Agriculture Year (Jul - Jun), 2024",All India,Sunflower,Total,3rd Advance Estimates,1129
India,"Agriculture Year (Jul - Jun), 2024",All India,Tur,Total,3rd Advance Estimates,823
India,"Agriculture Year (Jul - Jun), 2024",All India,Wheat,Total,3rd Advance Estimates,3587
India,"Agriculture Year (Jul - Jun), 2024","Andaman and Nicobar
 Islands",Rapeseed & Mustard,Total,3rd Advance Estimates,
India,"Agriculture Year (Jul - Jun), 2024","Andaman and Nicobar
Islands",Maize,Kharif,3rd Advance Estimates,
India,"Agriculture Year (Jul - Jun), 2024","Andaman and Nicobar
Islands",Maize,Rabi,3rd Advance Estimates,
India,"Agriculture Year (Jul - Jun), 2024","Andaman and Nicobar
Islands",Maize,Total,3rd Advance Estimates,
India,"Agriculture Year (Jul - Jun), 2024",Andaman and Nicobar Islands,Foodgrains,Kharif,3rd Advance Estimates,
India,"Agriculture Year (Jul - Jun), 2024",Andaman and Nicobar Islands,Foodgrains,Rabi,3rd Advance Estimates,
India,"Agriculture Year (Jul - Jun), 2024",Andaman and Nicobar Islands,Foodgrains,Total,3rd Advance Estimates,
India,"Agriculture Year (Jul - Jun), 2024",Andaman and Nicobar Islands,Groundnut,Kharif,3rd Advance Estimates,
India,"Agriculture Year (Jul - Jun), 2024",Andaman and Nicobar Islands,Oilseeds,Kharif,3rd Advance Estimates,
India,"Agriculture Year (Jul - Jun), 2024",Andaman and Nicobar Islands,Oilseeds,Rabi,3rd Advance Estimates,
India,"Agriculture Year (Jul - Jun), 2024",Andaman and Nicobar Islands,Oilseeds,Total,3rd Advance Estimates,
India,"Agriculture Year (Jul - Jun), 2024",Andaman and Nicobar Islands,Pulses,Total,3rd Advance Estimates,
India,"Agriculture Year (Jul - Jun), 2024",Andaman and Nicobar Islands,Rice,Kharif,3rd Advance Estimates,
India,"Agriculture Year (Jul - Jun), 2024",Andaman and Nicobar Islands,Rice,Rabi,3rd Advance Estimates,
India,"Agriculture Year (Jul - Jun), 2024",Andaman and Nicobar Islands,Rice,Total,3rd Advance Estimates,
India,"Agriculture Year (Jul - Jun), 2024",Andaman and Nicobar Islands,Tur,Total,3rd Advance Estimates,
India,"Agriculture Year (Jul - Jun), 2024",Andhra Pradesh,Bajra,Total,3rd Advance Estimates,2320
India,"Agriculture Year (Jul - Jun), 2024",Andhra Pradesh,Foodgrains,Kharif,3rd Advance Estimates,2907
India,"Agriculture Year (Jul - Jun), 2024",Andhra Pradesh,Foodgrains,Rabi,3rd Advance Estimates,3265
India,"Agriculture Year (Jul - Jun), 2024",Andhra Pradesh,Foodgrains,Total,3rd Advance Estimates,3066
India,"Agriculture Year (Jul - Jun), 2024",Andhra Pradesh,Gram,Total,3rd Advance Estimates,1057
India,"Agriculture Year (Jul - Jun), 2024",Andhra Pradesh,Groundnut,Kharif,3rd Advance Estimates,937
India,"Agriculture Year (Jul - Jun), 2024",Andhra Pradesh,Groundnut,Rabi,3rd Advance Estimates,2371
India,"Agriculture Year (Jul - Jun), 2024",Andhra Pradesh,Groundnut,Total,3rd Advance Estimates,1169
India,"Agriculture Year (Jul - Jun), 2024",Andhra Pradesh,Linseed,Total,3rd Advance Estimates,
India,"Agriculture Year (Jul - Jun), 2024",Andhra Pradesh,Maize,Kharif,3rd Advance Estimates,4234
India,"Agriculture Year (Jul - Jun), 2024",Andhra Pradesh,Maize,Rabi,3rd Advance Estimates,7386
India,"Agriculture Year (Jul - Jun), 2024",Andhra Pradesh,Maize,Total,3rd Advance Estimates,6006
India,"Agriculture Year (Jul - Jun), 2024",Andhra Pradesh,Oilseeds,Kharif,3rd Advance Estimates,876
India,"Agriculture Year (Jul - Jun), 2024",Andhra Pradesh,Oilseeds,Rabi,3rd Advance Estimates,1770
India,"Agriculture Year (Jul - Jun), 2024",Andhra Pradesh,Oilseeds,Total,3rd Advance Estimates,1043
India,"Agriculture Year (Jul - Jun), 2024",Andhra Pradesh,Pulses,Total,3rd Advance Estimates,842
India,"Agriculture Year (Jul - Jun), 2024",Andhra Pradesh,Rapeseed & Mustard,Total,3rd Advance Estimates,644
India,"Agriculture Year (Jul - Jun), 2024",Andhra Pradesh,Rice,Kharif,3rd Advance Estimates,3583
India,"Agriculture Year (Jul - Jun), 2024",Andhra Pradesh,Rice,Rabi,3rd Advance Estimates,4450
India,"Agriculture Year (Jul - Jun), 2024",Andhra Pradesh,Rice,Total,3rd Advance Estimates,3863
India,"Agriculture Year (Jul - Jun), 2024",Andhra Pradesh,Safflower,Total,3rd Advance Estimates,
India,"Agriculture Year (Jul - Jun), 2024",Andhra Pradesh,Soybean,Total,3rd Advance Estimates,1321
India,"Agriculture Year (Jul - Jun), 2024",Andhra Pradesh,Sunflower,Kharif,3rd Advance Estimates,901
India,"Agriculture Year (Jul - Jun), 2024",Andhra Pradesh,Sunflower,Rabi,3rd Advance Estimates,939
India,"Agriculture Year (Jul - Jun), 2024",Andhra Pradesh,Sunflower,Total,3rd Advance Estimates,914
India,"Agriculture Year (Jul - Jun), 2024",Andhra Pradesh,Tur,Total,3rd Advance Estimates,457
India,"Agriculture Year (Jul - Jun), 2024",Andhra Pradesh,Wheat,Total,3rd Advance Estimates,
India,"Agriculture Year (Jul - Jun), 2024",Arunachal Pradesh,Foodgrains,Kharif,3rd Advance Estimates,
India,"Agriculture Year (Jul - Jun), 2024",Arunachal Pradesh,Foodgrains,Rabi,3rd Advance Estimates,
India,"Agriculture Year (Jul - Jun), 2024",Arunachal Pradesh,Foodgrains,Total,3rd Advance Estimates,
India,"Agriculture Year (Jul - Jun), 2024",Arunachal Pradesh,Groundnut,Kharif,3rd Advance Estimates,
India,"Agriculture Year (Jul - Jun), 2024",Arunachal Pradesh,Linseed,Total,3rd Advance Estimates,
India,"Agriculture Year (Jul - Jun), 2024",Arunachal Pradesh,Maize,Kharif,3rd Advance Estimates,
India,"Agriculture Year (Jul - Jun), 2024",Arunachal Pradesh,Maize,Rabi,3rd Advance Estimates,
India,"Agriculture Year (Jul - Jun), 2024",Arunachal Pradesh,Maize,Total,3rd Advance Estimates,
India,"Agriculture Year (Jul - Jun), 2024",Arunachal Pradesh,Oilseeds,Kharif,3rd Advance Estimates,
India,"Agriculture Year (Jul - Jun), 2024",Arunachal Pradesh,Oilseeds,Rabi,3rd Advance Estimates,
India,"Agriculture Year (Jul - Jun), 2024",Arunachal Pradesh,Oilseeds,Total,3rd Advance Estimates,
India,"Agriculture Year (Jul - Jun), 2024",Arunachal Pradesh,Pulses,Total,3rd Advance Estimates,
India,"Agriculture Year (Jul - Jun), 2024",Arunachal Pradesh,Rapeseed & Mustard,Total,3rd Advance Estimates,
India,"Agriculture Year (Jul - Jun), 2024",Arunachal Pradesh,Rice,Kharif,3rd Advance Estimates,
India,"Agriculture Year (Jul - Jun), 2024",Arunachal Pradesh,Rice,Rabi,3rd Advance Estimates,
India,"Agriculture Year (Jul - Jun), 2024",Arunachal Pradesh,Rice,Total,3rd Advance Estimates,
India,"Agriculture Year (Jul - Jun), 2024",Arunachal Pradesh,Safflower,Total,3rd Advance Estimates,
India,"Agriculture Year (Jul - Jun), 2024",Arunachal Pradesh,Soybean,Total,3rd Advance Estimates,
India,"Agriculture Year (Jul - Jun), 2024",Arunachal Pradesh,Sunflower,Kharif,3rd Advance Estimates,
India,"Agriculture Year (Jul - Jun), 2024",Arunachal Pradesh,Tur,Total,3rd Advance Estimates,
India,"Agriculture Year (Jul - Jun), 2024",Arunachal Pradesh,Wheat,Total,3rd Advance Estimates,
India,"Agriculture Year (Jul - Jun), 2024",Assam,Foodgrains,Kharif,3rd Advance Estimates,2156
India,"Agriculture Year (Jul - Jun), 2024",Assam,Foodgrains,Rabi,3rd Advance Estimates,2096
India,"Agriculture Year (Jul - Jun), 2024",Assam,Foodgrains,Total,3rd Advance Estimates,2238
India,"Agriculture Year (Jul - Jun), 2024",Assam,Gram,Total,3rd Advance Estimates,785
India,"Agriculture Year (Jul - Jun), 2024",Assam,Linseed,Total,3rd Advance Estimates,622
India,"Agriculture Year (Jul - Jun), 2024",Assam,Maize,Kharif,3rd Advance Estimates,4552
India,"Agriculture Year (Jul - Jun), 2024",Assam,Maize,Rabi,3rd Advance Estimates,5143
India,"Agriculture Year (Jul - Jun), 2024",Assam,Maize,Total,3rd Advance Estimates,4936
India,"Agriculture Year (Jul - Jun), 2024",Assam,Oilseeds,Kharif,3rd Advance Estimates,654
India,"Agriculture Year (Jul - Jun), 2024",Assam,Oilseeds,Rabi,3rd Advance Estimates,785
India,"Agriculture Year (Jul - Jun), 2024",Assam,Oilseeds,Total,3rd Advance Estimates,778
India,"Agriculture Year (Jul - Jun), 2024",Assam,Pulses,Total,3rd Advance Estimates,763
India,"Agriculture Year (Jul - Jun), 2024",Assam,Rapeseed & Mustard,Total,3rd Advance Estimates,788
India,"Agriculture Year (Jul - Jun), 2024",Assam,Rice,Kharif,3rd Advance Estimates,2120
India,"Agriculture Year (Jul - Jun), 2024",Assam,Rice,Rabi,3rd Advance Estimates,
India,"Agriculture Year (Jul - Jun), 2024",Assam,Rice,Summer,3rd Advance Estimates,2812
India,"Agriculture Year (Jul - Jun), 2024",Assam,Rice,Total,3rd Advance Estimates,2235
India,"Agriculture Year (Jul - Jun), 2024",Assam,Tur,Total,3rd Advance Estimates,861
India,"Agriculture Year (Jul - Jun), 2024",Assam,Wheat,Total,3rd Advance Estimates,1434
India,"Agriculture Year (Jul - Jun), 2024",Bihar,Bajra,Total,3rd Advance Estimates,1139
India,"Agriculture Year (Jul - Jun), 2024",Bihar,Foodgrains,Kharif,3rd Advance Estimates,2632
India,"Agriculture Year (Jul - Jun), 2024",Bihar,Foodgrains,Rabi,3rd Advance Estimates,3545
India,"Agriculture Year (Jul - Jun), 2024",Bihar,Foodgrains,Total,3rd Advance Estimates,3076
India,"Agriculture Year (Jul - Jun), 2024",Bihar,Gram,Total,3rd Advance Estimates,1044
India,"Agriculture Year (Jul - Jun), 2024",Bihar,Groundnut,Kharif,3rd Advance Estimates,1025
India,"Agriculture Year (Jul - Jun), 2024",Bihar,Linseed,Total,3rd Advance Estimates,850
India,"Agriculture Year (Jul - Jun), 2024",Bihar,Oilseeds,Kharif,3rd Advance Estimates,886
India,"Agriculture Year (Jul - Jun), 2024",Bihar,Oilseeds,Rabi,3rd Advance Estimates,1138
India,"Agriculture Year (Jul - Jun), 2024",Bihar,Oilseeds,Total,3rd Advance Estimates,1120
India,"Agriculture Year (Jul - Jun), 2024",Bihar,Pulses,Total,3rd Advance Estimates,893
India,"Agriculture Year (Jul - Jun), 2024",Bihar,Rapeseed & Mustard,Total,3rd Advance Estimates,1151
India,"Agriculture Year (Jul - Jun), 2024",Bihar,Rice,Kharif,3rd Advance Estimates,2623
India,"Agriculture Year (Jul - Jun), 2024",Bihar,Rice,Rabi,3rd Advance Estimates,
India,"Agriculture Year (Jul - Jun), 2024",Bihar,Rice,Summer,3rd Advance Estimates,2783
India,"Agriculture Year (Jul - Jun), 2024",Bihar,Rice,Total,3rd Advance Estimates,2625
India,"Agriculture Year (Jul - Jun), 2024",Bihar,Safflower,Total,3rd Advance Estimates,820
India,"Agriculture Year (Jul - Jun), 2024",Bihar,Soybean,Total,3rd Advance Estimates,840
India,"Agriculture Year (Jul - Jun), 2024",Bihar,Sunflower,Kharif,3rd Advance Estimates,1358
India,"Agriculture Year (Jul - Jun), 2024",Bihar,Sunflower,Rabi,3rd Advance Estimates,1493
India,"Agriculture Year (Jul - Jun), 2024",Bihar,Sunflower,Summer,3rd Advance Estimates,1389
India,"Agriculture Year (Jul - Jun), 2024",Bihar,Sunflower,Total,3rd Advance Estimates,1413
India,"Agriculture Year (Jul - Jun), 2024",Bihar,Tur,Total,3rd Advance Estimates,1481
India,"Agriculture Year (Jul - Jun), 2024",Bihar,Wheat,Total,3rd Advance Estimates,3164
India,"Agriculture Year (Jul - Jun), 2024",Blhar,Maize,Kharif,3rd Advance Estimates,3169
India,"Agriculture Year (Jul - Jun), 2024",Blhar,Maize,Rabi,3rd Advance Estimates,6608
India,"Agriculture Year (Jul - Jun), 2024",Blhar,Maize,Summer,3rd Advance Estimates,5962
India,"Agriculture Year (Jul - Jun), 2024",Blhar,Maize,Total,3rd Advance Estimates,5706
India,"Agriculture Year (Jul - Jun), 2024",Chandigarh,Foodgrains,Kharif,3rd Advance Estimates,
India,"Agriculture Year (Jul - Jun), 2024",Chandigarh,Foodgrains,Rabi,3rd Advance Estimates,
India,"Agriculture Year (Jul - Jun), 2024",Chandigarh,Foodgrains,Total,3rd Advance Estimates,
India,"Agriculture Year (Jul - Jun), 2024",Chandigarh,Maize,Kharif,3rd Advance Estimates,
India,"Agriculture Year (Jul - Jun), 2024",Chandigarh,Maize,Rabi,3rd Advance Estimates,
India,"Agriculture Year (Jul - Jun), 2024",Chandigarh,Maize,Total,3rd Advance Estimates,
India,"Agriculture Year (Jul - Jun), 2024",Chandigarh,Rice,Kharif,3rd Advance Estimates,
India,"Agriculture Year (Jul - Jun), 2024",Chandigarh,Rice,Rabi,3rd Advance Estimates,
India,"Agriculture Year (Jul - Jun), 2024",Chandigarh,Rice,Total,3rd Advance Estimates,
India,"Agriculture Year (Jul - Jun), 2024",Chandigarh,Wheat,Total,3rd Advance Estimates,
India,"Agriculture Year (Jul - Jun), 2024",Chhattisgarh,Bajra,Total,3rd Advance Estimates,531
India,"Agriculture Year (Jul - Jun), 2024",Chhattisgarh,Foodgrains,Kharif,3rd Advance Estimates,2151
India,"Agriculture Year (Jul - Jun), 2024",Chhattisgarh,Foodgrains,Rabi,3rd Advance Estimates,872
India,"Agriculture Year (Jul - Jun), 2024",Chhattisgarh,Foodgrains,Total,3rd Advance Estimates,1961
India,"Agriculture Year (Jul - Jun), 2024",Chhattisgarh,Gram,Total,3rd Advance Estimates,767
India,"Agriculture Year (Jul - Jun), 2024",Chhattisgarh,Groundnut,Kharif,3rd Advance Estimates,1512
India,"Agriculture Year (Jul - Jun), 2024",Chhattisgarh,Linseed,Total,3rd Advance Estimates,348
India,"Agriculture Year (Jul - Jun), 2024",Chhattisgarh,Maize,Kharif,3rd Advance Estimates,3172
India,"Agriculture Year (Jul - Jun), 2024",Chhattisgarh,Maize,Rabi,3rd Advance Estimates,
India,"Agriculture Year (Jul - Jun), 2024",Chhattisgarh,Maize,Total,3rd Advance Estimates,3172
India,"Agriculture Year (Jul - Jun), 2024",Chhattisgarh,Oilseeds,Kharif,3rd Advance Estimates,734
India,"Agriculture Year (Jul - Jun), 2024",Chhattisgarh,Oilseeds,Rabi,3rd Advance Estimates,458
India,"Agriculture Year (Jul - Jun), 2024",Chhattisgarh,Oilseeds,Total,3rd Advance Estimates,635
India,"Agriculture Year (Jul - Jun), 2024",Chhattisgarh,Pulses,Total,3rd Advance Estimates,656
India,"Agriculture Year (Jul - Jun), 2024",Chhattisgarh,Rapeseed & Mustard,Total,3rd Advance Estimates,499
India,"Agriculture Year (Jul - Jun), 2024",Chhattisgarh,Rice,Kharif,3rd Advance Estimates,2187
India,"Agriculture Year (Jul - Jun), 2024",Chhattisgarh,Rice,Rabi,3rd Advance Estimates,
India,"Agriculture Year (Jul - Jun), 2024",Chhattisgarh,Rice,Total,3rd Advance Estimates,2187
India,"Agriculture Year (Jul - Jun), 2024",Chhattisgarh,Safflower,Total,3rd Advance Estimates,411
India,"Agriculture Year (Jul - Jun), 2024",Chhattisgarh,Soybean,Total,3rd Advance Estimates,829
India,"Agriculture Year (Jul - Jun), 2024",Chhattisgarh,Sunflower,Kharif,3rd Advance Estimates,447
India,"Agriculture Year (Jul - Jun), 2024",Chhattisgarh,Sunflower,Rabi,3rd Advance Estimates,
India,"Agriculture Year (Jul - Jun), 2024",Chhattisgarh,Sunflower,Total,3rd Advance Estimates,447
India,"Agriculture Year (Jul - Jun), 2024",Chhattisgarh,Tur,Total,3rd Advance Estimates,622
India,"Agriculture Year (Jul - Jun), 2024",Chhattisgarh,Wheat,Total,3rd Advance Estimates,1517
India,"Agriculture Year (Jul - Jun), 2024",Dadra and Nagar,Foodgrains,Total,3rd Advance Estimates,
India,"Agriculture Year (Jul - Jun), 2024",Dadra and Nagar Haveli,Bajra,Total,3rd Advance Estimates,
India,"Agriculture Year (Jul - Jun), 2024",Dadra and Nagar Haveli,Foodgrains,Kharif,3rd Advance Estimates,
India,"Agriculture Year (Jul - Jun), 2024",Dadra and Nagar Haveli,Foodgrains,Rabi,3rd Advance Estimates,
India,"Agriculture Year (Jul - Jun), 2024",Dadra and Nagar Haveli,Gram,Total,3rd Advance Estimates,
India,"Agriculture Year (Jul - Jun), 2024",Dadra and Nagar Haveli,Groundnut,Kharif,3rd Advance Estimates,
India,"Agriculture Year (Jul - Jun), 2024",Dadra and Nagar Haveli,Maize,Kharif,3rd Advance Estimates,
India,"Agriculture Year (Jul - Jun), 2024",Dadra and Nagar Haveli,Maize,Rabi,3rd Advance Estimates,
India,"Agriculture Year (Jul - Jun), 2024",Dadra and Nagar Haveli,Maize,Total,3rd Advance Estimates,
India,"Agriculture Year (Jul - Jun), 2024",Dadra and Nagar Haveli,Oilseeds,Kharif,3rd Advance Estimates,
India,"Agriculture Year (Jul - Jun), 2024",Dadra and Nagar Haveli,Oilseeds,Rabi,3rd Advance Estimates,
India,"Agriculture Year (Jul - Jun), 2024",Dadra and Nagar Haveli,Oilseeds,Total,3rd Advance Estimates,
India,"Agriculture Year (Jul - Jun), 2024",Dadra and Nagar Haveli,Pulses,Total,3rd Advance Estimates,
India,"Agriculture Year (Jul - Jun), 2024",Dadra and Nagar Haveli,Rapeseed & Mustard,Total,3rd Advance Estimates,
India,"Agriculture Year (Jul - Jun), 2024",Dadra and Nagar Haveli,Rice,Kharif,3rd Advance Estimates,
India,"Agriculture Year (Jul - Jun), 2024",Dadra and Nagar Haveli,Rice,Rabi,3rd Advance Estimates,
India,"Agriculture Year (Jul - Jun), 2024",Dadra and Nagar Haveli,Rice,Total,3rd Advance Estimates,
India,"Agriculture Year (Jul - Jun), 2024",Dadra and Nagar Haveli,Tur,Total,3rd Advance Estimates,
India,"Agriculture Year (Jul - Jun), 2024",Dadra and Nagar Haveli,Wheat,Total,3rd Advance Estimates,
India,"Agriculture Year (Jul - Jun), 2024",Daman and Diu,Bajra,Total,3rd Advance Estimates,
India,"Agriculture Year (Jul - Jun), 2024",Daman and Diu,Foodgrains,Kharif,3rd Advance Estimates,
India,"Agriculture Year (Jul - Jun), 2024",Daman and Diu,Foodgrains,Rabi,3rd Advance Estimates,
India,"Agriculture Year (Jul - Jun), 2024",Daman and Diu,Foodgrains,Total,3rd Advance Estimates,
India,"Agriculture Year (Jul - Jun), 2024",Daman and Diu,Pulses,Total,3rd Advance Estimates,
India,"Agriculture Year (Jul - Jun), 2024",Daman and Diu,Rice,Kharif,3rd Advance Estimates,
India,"Agriculture Year (Jul - Jun), 2024",Daman and Diu,Rice,Rabi,3rd Advance Estimates,
India,"Agriculture Year (Jul - Jun), 2024",Daman and Diu,Rice,Total,3rd Advance Estimates,
India,"Agriculture Year (Jul - Jun), 2024",Daman and Diu,Tur,Total,3rd Advance Estimates,
India,"Agriculture Year (Jul - Jun), 2024",Daman and Diu,Wheat,Total,3rd Advance Estimates,
India,"Agriculture Year (Jul - Jun), 2024",Delhi,Bajra,Total,3rd Advance Estimates,
India,"Agriculture Year (Jul - Jun), 2024",Delhi,Foodgrains,Kharif,3rd Advance Estimates,
India,"Agriculture Year (Jul - Jun), 2024",Delhi,Foodgrains,Rabi,3rd Advance Estimates,
India,"Agriculture Year (Jul - Jun), 2024",Delhi,Foodgrains,Total,3rd Advance Estimates,
India,"Agriculture Year (Jul - Jun), 2024",Delhi,Gram,Total,3rd Advance Estimates,
India,"Agriculture Year (Jul - Jun), 2024",Delhi,Maize,Kharif,3rd Advance Estimates,
India,"Agriculture Year (Jul - Jun), 2024",Delhi,Oilseeds,Rabi,3rd Advance Estimates,
India,"Agriculture Year (Jul - Jun), 2024",Delhi,Oilseeds,Total,3rd Advance Estimates,
India,"Agriculture Year (Jul - Jun), 2024",Delhi,Pulses,Total,3rd Advance Estimates,
India,"Agriculture Year (Jul - Jun), 2024",Delhi,Rapeseed & Mustard,Total,3rd Advance Estimates,
India,"Agriculture Year (Jul - Jun), 2024",Delhi,Rice,Kharif,3rd Advance Estimates,
India,"Agriculture Year (Jul - Jun), 2024",Delhi,Rice,Rabi,3rd Advance Estimates,
India,"Agriculture Year (Jul - Jun), 2024",Delhi,Rice,Total,3rd Advance Estimates,
India,"Agriculture Year (Jul - Jun), 2024",Delhi,Tur,Total,3rd Advance Estimates,
India,"Agriculture Year (Jul - Jun), 2024",Delhi,Wheat,Total,3rd Advance Estimates,
India,"Agriculture Year (Jul - Jun), 2024",Goa,Foodgrains,Kharif,3rd Advance Estimates,
India,"Agriculture Year (Jul - Jun), 2024",Goa,Foodgrains,Rabi,3rd Advance Estimates,
India,"Agriculture Year (Jul - Jun), 2024",Goa,Foodgrains,Total,3rd Advance Estimates,
India,"Agriculture Year (Jul - Jun), 2024",Goa,Groundnut,Kharif,3rd Advance Estimates,
India,"Agriculture Year (Jul - Jun), 2024",Goa,Groundnut,Rabi,3rd Advance Estimates,
India,"Agriculture Year (Jul - Jun), 2024",Goa,Groundnut,Total,3rd Advance Estimates,
India,"Agriculture Year (Jul - Jun), 2024",Goa,Maize,Kharif,3rd Advance Estimates,
India,"Agriculture Year (Jul - Jun), 2024",Goa,Oilseeds,Kharif,3rd Advance Estimates,
India,"Agriculture Year (Jul - Jun), 2024",Goa,Oilseeds,Rabi,3rd Advance Estimates,
India,"Agriculture Year (Jul - Jun), 2024",Goa,Oilseeds,Total,3rd Advance Estimates,
India,"Agriculture Year (Jul - Jun), 2024",Goa,Pulses,Total,3rd Advance Estimates,
India,"Agriculture Year (Jul - Jun), 2024",Goa,Rice,Kharif,3rd Advance Estimates,
India,"Agriculture Year (Jul - Jun), 2024",Goa,Rice,Rabi,3rd Advance Estimates,
India,"Agriculture Year (Jul - Jun), 2024",Goa,Rice,Total,3rd Advance Estimates,
India,"Agriculture Year (Jul - Jun), 2024",Goa,Wheat,Total,3rd Advance Estimates,
India,"Agriculture Year (Jul - Jun), 2024",Gujarat,Bajra,Total,3rd Advance Estimates,2600
India,"Agriculture Year (Jul - Jun), 2024",Gujarat,Foodgrains,Kharif,3rd Advance Estimates,1784
India,"Agriculture Year (Jul - Jun), 2024",Gujarat,Foodgrains,Rabi,3rd Advance Estimates,2517
India,"Agriculture Year (Jul - Jun), 2024",Gujarat,Foodgrains,Total,3rd Advance Estimates,2265
India,"Agriculture Year (Jul - Jun), 2024",Gujarat,Gram,Total,3rd Advance Estimates,1741
India,"Agriculture Year (Jul - Jun), 2024",Gujarat,Groundnut,Kharif,3rd Advance Estimates,2664
India,"Agriculture Year (Jul - Jun), 2024",Gujarat,Groundnut,Rabi,3rd Advance Estimates,
India,"Agriculture Year (Jul - Jun), 2024",Gujarat,Groundnut,Summer,3rd Advance Estimates,2204
India,"Agriculture Year (Jul - Jun), 2024",Gujarat,Groundnut,Total,3rd Advance Estimates,2650
India,"Agriculture Year (Jul - Jun), 2024",Gujarat,Maize,Kharif,3rd Advance Estimates,1474
India,"Agriculture Year (Jul - Jun), 2024",Gujarat,Maize,Rabi,3rd Advance Estimates,2623
India,"Agriculture Year (Jul - Jun), 2024",Gujarat,Maize,Summer,3rd Advance Estimates,2234
India,"Agriculture Year (Jul - Jun), 2024",Gujarat,Maize,Total,3rd Advance Estimates,1848
India,"Agriculture Year (Jul - Jun), 2024",Gujarat,Oilseeds,Kharif,3rd Advance Estimates,2381
India,"Agriculture Year (Jul - Jun), 2024",Gujarat,Oilseeds,Rabi,3rd Advance Estimates,1847
India,"Agriculture Year (Jul - Jun), 2024",Gujarat,Oilseeds,Total,3rd Advance Estimates,2282
India,"Agriculture Year (Jul - Jun), 2024",Gujarat,Pulses,Total,3rd Advance Estimates,1471
India,"Agriculture Year (Jul - Jun), 2024",Gujarat,Rapeseed & Mustard,Total,3rd Advance Estimates,1845
India,"Agriculture Year (Jul - Jun), 2024",Gujarat,Rice,Kharif,3rd Advance Estimates,2179
India,"Agriculture Year (Jul - Jun), 2024",Gujarat,Rice,Rabi,3rd Advance Estimates,
India,"Agriculture Year (Jul - Jun), 2024",Gujarat,Rice,Summer,3rd Advance Estimates,2816
India,"Agriculture Year (Jul - Jun), 2024",Gujarat,Rice,Total,3rd Advance Estimates,2259
India,"Agriculture Year (Jul - Jun), 2024",Gujarat,Safflower,Total,3rd Advance Estimates,
India,"Agriculture Year (Jul - Jun), 2024",Gujarat,Soybean,Total,3rd Advance Estimates,1462
India,"Agriculture Year (Jul - Jun), 2024",Gujarat,Sunflower,Rabi,3rd Advance Estimates,2117
India,"Agriculture Year (Jul - Jun), 2024",Gujarat,Tur,Total,3rd Advance Estimates,1187
India,"Agriculture Year (Jul - Jun), 2024",Gujarat,Wheat,Total,3rd Advance Estimates,3132
